"menu_id"	"menu_name"	"parent_id"	"order_num"	"path"	"component"	"query"	"route_name"	"is_frame"	"is_cache"	"menu_type"	"visible"	"status"	"perms"	"icon"	"create_by"	"create_time"	"update_by"	"update_time"	"remark"
"1037"	"公告修改"	"107"	"3"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"system:notice:edit"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1038"	"公告删除"	"107"	"4"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"system:notice:remove"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1039"	"操作查询"	"500"	"1"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:operlog:query"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1040"	"操作删除"	"500"	"2"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:operlog:remove"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1041"	"日志导出"	"500"	"3"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:operlog:export"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1042"	"登录查询"	"501"	"1"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:logininfor:query"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1043"	"登录删除"	"501"	"2"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:logininfor:remove"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1044"	"日志导出"	"501"	"3"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:logininfor:export"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1045"	"账户解锁"	"501"	"4"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:logininfor:unlock"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1046"	"在线查询"	"109"	"1"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:online:query"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1047"	"批量强退"	"109"	"2"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:online:batchLogout"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1048"	"单条强退"	"109"	"3"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:online:forceLogout"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1049"	"任务查询"	"110"	"1"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:job:query"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1050"	"任务新增"	"110"	"2"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:job:add"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1051"	"任务修改"	"110"	"3"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:job:edit"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1052"	"任务删除"	"110"	"4"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:job:remove"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1053"	"状态修改"	"110"	"5"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:job:changeStatus"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1054"	"任务导出"	"110"	"6"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"monitor:job:export"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1055"	"生成查询"	"116"	"1"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"tool:gen:query"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1056"	"生成修改"	"116"	"2"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"tool:gen:edit"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1057"	"生成删除"	"116"	"3"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"tool:gen:remove"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1058"	"导入代码"	"116"	"4"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"tool:gen:import"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1059"	"预览代码"	"116"	"5"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"tool:gen:preview"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"1060"	"生成代码"	"116"	"6"	"#"	""	""	""	"1"	"0"	"F"	"0"	"0"	"tool:gen:code"	"#"	"admin"	"13/4/2026 20:05:33"	""		""
"2100"	"基础数据管理"	"0"	"1"	"base"	""	""	""	"1"	"0"	"M"	"0"	"0"	""	"tree"	"admin"	"14/4/2026 11:00:29"	"admin"	"14/4/2026 14:31:25"	"基础数据管理目录"
"2101"	"客户管理"	"2100"	"1"	"customer"	"logistics/customer/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:customer:list"	"user"	"admin"	"14/4/2026 11:00:29"	""		"客户管理菜单"
"2102"	"货物管理"	"2100"	"2"	"goods"	"logistics/goods/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:goods:list"	"chart"	"admin"	"14/4/2026 11:00:29"	"admin"	"14/4/2026 23:45:47"	"货物管理菜单"
"2103"	"司机管理"	"2100"	"3"	"driver"	"logistics/driver/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:driver:list"	"peoples"	"admin"	"14/4/2026 11:00:29"	""		"司机管理菜单"
"2104"	"车辆管理"	"2100"	"4"	"vehicle"	"logistics/vehicle/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:vehicle:list"	"druid"	"admin"	"14/4/2026 11:00:29"	"admin"	"14/4/2026 23:46:03"	"车辆管理菜单"
"2200"	"运输业务管理"	"0"	"2"	"business"	""	""	""	"1"	"0"	"M"	"0"	"0"	""	"shopping"	"admin"	"14/4/2026 11:00:29"	"admin"	"14/4/2026 14:31:31"	"运输业务管理目录"
"2201"	"订单管理"	"2200"	"1"	"order"	"logistics/order/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:order:list"	"list"	"admin"	"14/4/2026 11:00:29"	""		"订单管理菜单"
"2202"	"回单管理"	"2200"	"2"	"receipt"	"logistics/receipt/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:receipt:list"	"edit"	"admin"	"14/4/2026 11:00:29"	""		"回单管理菜单"
"2203"	"发票管理"	"2200"	"3"	"invoice"	"logistics/invoice/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:invoice:list"	"money"	"admin"	"14/4/2026 11:00:29"	""		"发票管理菜单"
"2204"	"提单管理"	"2200"	"4"	"bill"	"logistics/bill/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:bill:list"	"shopping"	"admin"	"14/4/2026 22:51:00"	""		"提单管理菜单"
"2205"	"配载管理"	"2200"	"5"	"allocation"	"logistics/allocation/index"	""	""	"1"	"0"	"C"	"0"	"0"	"logistics:allocation:list"	"link"	"admin"	"14/4/2026 22:51:00"	""		"配载管理菜单"
"21120"	"司机导出"	"2103"	"5"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:driver:export"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21121"	"车辆导出"	"2104"	"5"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:vehicle:export"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21122"	"货物导出"	"2102"	"5"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:goods:export"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21215"	"回单新增"	"2202"	"5"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:receipt:add"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21216"	"回单修改"	"2202"	"6"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:receipt:edit"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21217"	"回单导出"	"2202"	"7"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:receipt:export"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21218"	"发票删除"	"2203"	"5"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:invoice:remove"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21220"	"提单查询"	"2204"	"1"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:bill:query"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21221"	"提单新增"	"2204"	"2"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:bill:add"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21222"	"提单修改"	"2204"	"3"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:bill:edit"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21223"	"提单删除"	"2204"	"4"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:bill:remove"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21224"	"提单导入"	"2204"	"5"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:bill:import"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21225"	"提单导出"	"2204"	"6"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:bill:export"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21230"	"配载查询"	"2205"	"1"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:allocation:query"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21231"	"配载新增"	"2205"	"2"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:allocation:add"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21232"	"配载修改"	"2205"	"3"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:allocation:edit"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21233"	"配载删除"	"2205"	"4"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:allocation:remove"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
"21234"	"创建运单"	"2205"	"5"	""	""	""	""	"1"	"0"	"F"	"0"	"0"	"logistics:allocation:create"	"#"	"admin"	"15/4/2026 12:39:03"	""		""
